content_id,type,slug,proposed_target_agency,proposed_jurisdiction,confidence,reason
audit_case:163,AuditCase,silmu-2026-position-suspension-criminal-prosecution,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:164,AuditCase,silmu-2026-position-suspension-bribery-investigation,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:165,AuditCase,silmu-2026-position-suspension-senior-officer-review,CENTRAL_GOVERNMENT,NATIONAL,HIGH,legal_basis 가 국가 전용 법령만 인용 (국가공무원법)
audit_case:166,AuditCase,silmu-2026-reinstatement-late-notice,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:167,AuditCase,silmu-2026-reinstatement-expired-no-notice,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:168,AuditCase,silmu-2026-reinstatement-unfair-placement,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:169,AuditCase,silmu-2026-reinstatement-step-recalc-missing,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방공무원 보수규정)
audit_case:170,AuditCase,silmu-2026-overtime-post-approval,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:171,AuditCase,silmu-2026-overtime-weekday-no-deduction,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:172,AuditCase,silmu-2026-overtime-travel-overlap,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:173,AuditCase,silmu-2026-overtime-fixed-share-no-prorate,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:174,AuditCase,silmu-2026-concurrent-unauthorized,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:175,AuditCase,silmu-2026-concurrent-for-profit-business,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:176,AuditCase,silmu-2026-concurrent-external-lecture-no-report,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:177,AuditCase,budget-execution-before-approval,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
audit_case:178,AuditCase,budget-transfer-without-council-approval,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:179,AuditCase,contingency-fund-misuse,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:180,AuditCase,supplementary-budget-before-council,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
audit_case:181,AuditCase,national-subsidy-purpose-misuse,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:182,AuditCase,budget-lapse-improper-carryover,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:183,AuditCase,accounting-officer-dual-role-fraud,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (회계관계직원 등의 책임에 관한 법률)
audit_case:184,AuditCase,budget-item-wrong-category,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법 시행령)
audit_case:185,AuditCase,business-expense-personal-use,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:186,AuditCase,settlement-report-delayed,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
audit_case:187,AuditCase,budget-execution-no-receipt,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법 시행령)
audit_case:188,AuditCase,local-bond-excess-issuance,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:189,AuditCase,contingency-fund-purpose-misuse,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:190,AuditCase,subsidy-settlement-false-report,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:191,AuditCase,double-booking-budget,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
audit_case:192,AuditCase,accounting-data-falsification,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
audit_case:193,AuditCase,budget-item-wrong-travel,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
audit_case:194,AuditCase,budget-appropriation-mistake,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방재정법)
audit_case:195,AuditCase,expenditure-over-budget,LOCAL_GOVERNMENT,LOCAL,HIGH,legal_basis 가 지방 전용 법령만 인용 (지방회계법)
topic:1,Topic,private-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:10,Topic,travel-expense,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:11,Topic,budget-carryover,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:12,Topic,year-end-settlement,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:14,Topic,price-negotiation,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:15,Topic,single-quote,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:16,Topic,dual-quote,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:17,Topic,private-contract-limit,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:18,Topic,private-contract-amount,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:20,Topic,emergency-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:21,Topic,e-procurement-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:22,Topic,goods-selection-committee,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:23,Topic,bidding,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:24,Topic,bid-announcement,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:25,Topic,contract-execution,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:26,Topic,contract-guarantee-deposit,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:27,Topic,estimated-price,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:28,Topic,inspection,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:29,Topic,late-penalty,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:30,Topic,defect-warranty,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:31,Topic,design-change,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:32,Topic,subcontract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:33,Topic,price-escalation,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:34,Topic,payment,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:35,Topic,contract-termination,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:36,Topic,e-bidding,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:37,Topic,joint-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:38,Topic,private-contract-overview,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:39,Topic,advance-payment,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:40,Topic,bid-qualification,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:41,Topic,bid-deposit,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:42,Topic,long-term-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:43,Topic,unit-price-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:44,Topic,spec-price-split-bid,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:45,Topic,performance-guarantee,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:46,Topic,multiple-price,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:47,Topic,qualification-failure,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:48,Topic,contract-guarantee-exemption,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:49,Topic,private-contract-justification,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:50,Topic,goods-vs-service-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:51,Topic,bid-participation-restriction,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:52,Topic,additional-contract-limit,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:53,Topic,penalty-reduction-procedure,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:54,Topic,contract-period-extension,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:55,Topic,e-bidding-error-faq,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:56,Topic,contract-amount-adjustment,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:57,Topic,completion-payment-checklist,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:58,Topic,disciplinary-action,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:59,Topic,special-leave,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:60,Topic,leave-of-absence,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:61,Topic,official-leave,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:62,Topic,mas-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:63,Topic,cost-calculation-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:64,Topic,national-vs-local-contract-law,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:65,Topic,performance-bonus,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:66,Topic,family-allowance,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:67,Topic,direct-production-confirm,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:68,Topic,comprehensive-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:69,Topic,bid-notice-requirements,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:70,Topic,disqualified-vendor,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:71,Topic,bid-failure-negotiation,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:72,Topic,split-contract,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:73,Topic,edu-allowance-temp-teacher-tenure,PUBLIC_SCHOOL,EDUCATION,HIGH,sector=edu + org_type=school (기존 구조적 분류값)
topic:74,Topic,edu-overtime-retirement-month,PUBLIC_SCHOOL,EDUCATION,HIGH,sector=edu + org_type=school (기존 구조적 분류값)
topic:75,Topic,edu-childcare-pay-2025-revision,PUBLIC_SCHOOL,EDUCATION,HIGH,sector=edu + org_type=school (기존 구조적 분류값)
topic:76,Topic,edu-childcare-allowance-cap,PUBLIC_SCHOOL,EDUCATION,HIGH,sector=edu + org_type=school (기존 구조적 분류값)
topic:77,Topic,edu-allowance-tenure-non-eligible-career,PUBLIC_SCHOOL,EDUCATION,HIGH,sector=edu + org_type=school (기존 구조적 분류값)
topic:78,Topic,audit-immunity,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:79,Topic,estimated-payment,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:80,Topic,fence-installation,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:81,Topic,reinstatement,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:82,Topic,entertainment-expense-rules,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:83,Topic,extra-budgetary-fund,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:84,Topic,annual-leave,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:85,Topic,parental-leave,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:86,Topic,sick-leave,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:87,Topic,secondment,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:88,Topic,foreign-travel,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:89,Topic,welfare-point,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:90,Topic,accommodation-allowance,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:91,Topic,travel-expense-settlement,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:92,Topic,vehicle-travel-allowance,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:93,Topic,overtime-allowance,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:94,Topic,concurrent-position,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:95,Topic,position-suspension,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:96,Topic,instructor-allowance,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:98,Topic,estimated-amount,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
topic:99,Topic,local-tax-levy,LOCAL_GOVERNMENT,LOCAL,HIGH,sector=local_gov (기존 구조적 분류값)
topic:100,Topic,non-tax-revenue,LOCAL_GOVERNMENT,LOCAL,HIGH,sector=local_gov (기존 구조적 분류값)
topic:101,Topic,local-subsidy-grant,LOCAL_GOVERNMENT,LOCAL,HIGH,sector=local_gov (기존 구조적 분류값)
topic:102,Topic,local-festival-event,LOCAL_GOVERNMENT,LOCAL,HIGH,sector=local_gov (기존 구조적 분류값)
topic:103,Topic,participatory-budget,LOCAL_GOVERNMENT,LOCAL,HIGH,sector=local_gov (기존 구조적 분류값)
guide:1,Guide,purchase-and-inspection,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:2,Guide,inspection-report,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:3,Guide,estimated-price,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:4,Guide,private-contract-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:5,Guide,travel-expense-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:6,Guide,annual-leave-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:7,Guide,civil-complaint-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:8,Guide,budget-carryover-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:9,Guide,bidding-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:10,Guide,emergency-contract-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:11,Guide,price-negotiation-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:12,Guide,private-contract-amount-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:13,Guide,private-contract-limit-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:14,Guide,single-quote-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:15,Guide,dual-quote-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:16,Guide,goods-selection-committee-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:17,Guide,e-procurement-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:18,Guide,year-end-settlement-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:19,Guide,local-subsidy-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:20,Guide,budget-transfer-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:21,Guide,leave-of-absence-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:22,Guide,concurrent-job-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:23,Guide,official-leave-guide,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:24,Guide,local-subsidy-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:25,Guide,local-subsidy-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:26,Guide,local-subsidy-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:27,Guide,local-subsidy-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:28,Guide,local-subsidy-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:29,Guide,local-subsidy-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:30,Guide,local-subsidy-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:31,Guide,local-subsidy-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:32,Guide,local-subsidy-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:33,Guide,suui-contract-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:34,Guide,suui-contract-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:35,Guide,suui-contract-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:36,Guide,suui-contract-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:37,Guide,suui-contract-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:38,Guide,suui-contract-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:39,Guide,suui-contract-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:40,Guide,suui-contract-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:41,Guide,suui-contract-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:42,Guide,suui-contract-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:43,Guide,budget-planning-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:44,Guide,budget-planning-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:45,Guide,budget-planning-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:46,Guide,budget-planning-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:47,Guide,budget-planning-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:48,Guide,budget-planning-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:49,Guide,budget-planning-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:50,Guide,budget-planning-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:51,Guide,budget-planning-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:52,Guide,budget-planning-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:53,Guide,travel-expense-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:54,Guide,travel-expense-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:55,Guide,travel-expense-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:56,Guide,travel-expense-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:57,Guide,travel-expense-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:58,Guide,travel-expense-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:59,Guide,travel-expense-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:60,Guide,travel-expense-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:61,Guide,travel-expense-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:62,Guide,travel-expense-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:63,Guide,budget-execution-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:64,Guide,budget-execution-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:65,Guide,budget-execution-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:66,Guide,budget-execution-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:67,Guide,budget-execution-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:68,Guide,budget-execution-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:69,Guide,budget-execution-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:70,Guide,budget-execution-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:71,Guide,budget-execution-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:72,Guide,budget-execution-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:73,Guide,hr-welfare-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:74,Guide,hr-welfare-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:75,Guide,hr-welfare-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:76,Guide,hr-welfare-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:77,Guide,hr-welfare-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:78,Guide,hr-welfare-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:79,Guide,hr-welfare-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:80,Guide,hr-welfare-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:81,Guide,hr-welfare-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:82,Guide,hr-welfare-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:83,Guide,construction-contract-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:84,Guide,construction-contract-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:85,Guide,construction-contract-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:86,Guide,construction-contract-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:87,Guide,construction-contract-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:88,Guide,construction-contract-complete-6,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:89,Guide,construction-contract-complete-7,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:90,Guide,construction-contract-complete-8,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:91,Guide,construction-contract-complete-9,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:92,Guide,construction-contract-complete-10,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:93,Guide,local-subsidy-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:94,Guide,bid-complete-1,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:95,Guide,bid-complete-2,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:96,Guide,bid-complete-3,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:97,Guide,bid-complete-4,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
guide:98,Guide,bid-complete-5,"",,LOW,구조적 신호 없음 — UNSPECIFIED 유지 (추론하지 않음)
