content_id,slug,old_source,proposed_source_type,proposed_source_agency,proposed_source_url,proposed_verification_status,confidence,reason,requires_review
audit_case:84,goe-2021-suspense-cash-embezzlement,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:85,goe-2021-budget-account-mixed-execution,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:86,goe-2021-fiscal-year-independence-violation,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:87,goe-2021-improper-payee-personal-card,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:88,goe-2021-improper-payee-cleaning-service,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:89,goe-2021-payment-processing-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:90,goe-2021-accounting-disorder-construction,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:91,goe-2021-condolence-money-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:92,goe-2021-business-promotion-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:93,goe-2021-travel-expense-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:94,goe-2021-clothing-expense-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:95,goe-2021-instructor-allowance-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:96,goe-2021-misc-allowance-improper,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:97,goe-2021-gift-voucher-management,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:98,goe-2021-credit-card-usage-improper,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:99,goe-2021-credit-card-payment-account,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:100,goe-2021-credit-card-self-inspection,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:101,goe-2021-beneficiary-cost-settlement,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:102,goe-2021-beneficiary-cost-direct-use,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:103,goe-2021-reserve-fund-improper,GOE 2021 경기교육청 감사보고서 (조문번호 명시 없음 — 차후 정밀화 backlog),ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:104,goe-2021-contract-review-omission,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:105,goe-2021-daily-audit-89-cases,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:106,goe-2021-private-contract-s2b-mismatch,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:107,goe-2021-private-contract-2bid-violation,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:108,goe-2021-split-private-contracts,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:109,goe-2021-split-after-school-program,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:110,goe-2021-split-care-trip-copier-paint,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:111,goe-2021-failed-bid-private-contract,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:112,goe-2021-contract-method-2stage-bidding,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:113,goe-2021-football-team-extension-contract,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:114,goe-2021-specialized-construction-license,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:115,goe-2021-supplies-joint-purchase,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:116,goe-2021-supplies-selection-committee,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:117,goe-2021-bid-announcement-period,,ACTUAL_AUDIT,경기도교육청 감사관실,https://www.goe.go.kr/resource/old/BBSMSTR_000000000102/BBS_202111190247253801.pdf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:122,sen-2024-school-s-academic-eval-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2159235&q_fileId=753e8b77-3d57-4731-9851-9f5c99aacaa6,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:123,sen-2024-school-s-school-record-correction,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2159235&q_fileId=753e8b77-3d57-4731-9851-9f5c99aacaa6,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:124,sen-2024-school-s-temp-building-unauthorized,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2159235&q_fileId=753e8b77-3d57-4731-9851-9f5c99aacaa6,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:125,sen-2024-school-s-construction-contract-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2159235&q_fileId=753e8b77-3d57-4731-9851-9f5c99aacaa6,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:126,contract-guarantee-not-collected,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제15조 (계약보증금), 지방계약법 시행령 제51조 (계약의 이행보증), 지방계약법 시행령 제53조 (계약보증금 면제). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:127,improper-advance-payment,,UNVERIFIED,,,UNVERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:128,penalty-reduction-unauthorized,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제30조 (지연배상금 등), 지방계약법 시행령 제90조 (지연배상금), 행정안전부 예규 「지방자치단체 입찰 및 계약집행기준」 (책임 없는 사유 지체일수 제외 기준). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:129,performance-guarantee-waiver-loss,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 시행령 제53조 (계약보증금 면제), 지방계약법 제15조 (계약보증금). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:130,private-contract-split-over-limit,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 시행령 제25조 제1항 제1호 (소액 수의계약), 지방계약법 시행령 제77조 (계약 분할 금지), 행정안전부 예규 제2023-24호 제5장 제2절 (계약 분할 금지 기준). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:131,public-procurement-mandatory-bid-bypassed,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제9조 제1항 (계약의 방법), 지방계약법 시행령 제25조 (수의계약 허용 범위). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:132,qualification-failure-wrong-award,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:133,quote-collection-same-vendor-double,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:134,single-quote-exceeds-limit,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 시행령 제25조 제1항 제5호 (소액 수의계약), 행정안전부 지방자치단체 입찰 및 계약 집행기준 제5장 수의계약 운용요령. 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:135,small-amount-intentional-split,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제9조 제1항 (계약의 방법), 지방계약법 시행령 제25조 제1항 제5호, 지방계약법 시행령 제77조 (공사의 분할계약 금지). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:136,spec-price-integration-violation,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:137,split-contract-to-avoid-bidding,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제9조 제1항 (계약의 방법), 지방계약법 시행령 제77조 (공사의 분할계약 금지), 지방계약법 시행령 제25조 제1항 (수의계약 기준). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:138,split-order-monthly-to-avoid-bidding,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 제9조 제1항 (계약의 방법), 지방계약법 시행령 제77조 (공사의 분할계약 금지), 지방계약법 시행령 제79조 (단가계약). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:139,unit-price-contract-quantity-exceeded,"공개 감사패턴 일반화(silmu 시드, 특정 실사례 아님). law.go.kr 검증 근거: 지방계약법 시행령 제79조 (단가계약), 지방회계법 제29조 (지출원인행위), 지방계약법 제9조 (계약의 방법). 운영 정합",SILMU_RECONSTRUCTED_CASE,,,LEGAL_REFERENCE_VERIFIED,HIGH,콘텐츠가 스스로 재구성 사례임을 명시 (verification_source 에 '특정 실사례 아님'),false
audit_case:140,contract-period-extension-illegal,,UNVERIFIED,,,LEGAL_REFERENCE_VERIFIED,HIGH,출처 정보 없음 — UNVERIFIED 로 명시 (기존에도 실질적 미검증 상태),false
audit_case:141,sen-2025-school-s-special-leave-evidence,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d332a46e-7f92-44e9-8781-4f3ab5a74e47,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:142,sen-2025-school-d-sick-leave-certificate,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d856c792-a1ba-43e4-8ecf-9843a7f96e35,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:143,sen-2025-school-y-vehicle-leave-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=6ff6a631-18b1-47a5-856d-41a69fe51212,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:144,sen-2025-school-i-temp-teacher-screening,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=3ed8cd3a-cae1-42fe-a023-3a2ed8dd73bc,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:145,sen-2025-school-y-handover,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=2733f3e5-9c1f-4b49-ac68-19b3344516cf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:146,sen-2025-school-v-budget-pre-execution,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=574e7bbb-f3e8-4de4-bfba-1ca3c36d7889,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:147,sen-2025-foundation-y-audit-omission,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=2733f3e5-9c1f-4b49-ac68-19b3344516cf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:148,sen-2025-school-y-school-council-online,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=2733f3e5-9c1f-4b49-ac68-19b3344516cf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:149,sen-2025-school-c-school-council-composition,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=53b8cd15-01ce-45b8-8d30-1b97f1e06e91,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:150,sen-2025-school-c-development-fund-misuse,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=53b8cd15-01ce-45b8-8d30-1b97f1e06e91,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:151,sen-2025-school-s-service-contract-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d332a46e-7f92-44e9-8781-4f3ab5a74e47,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:152,sen-2025-school-s-supply-direct-prod-cert,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d332a46e-7f92-44e9-8781-4f3ab5a74e47,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:153,sen-2025-school-d-split-private-contract,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=d856c792-a1ba-43e4-8ecf-9843a7f96e35,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:154,sen-2025-school-i-split-private-disability,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=3ed8cd3a-cae1-42fe-a023-3a2ed8dd73bc,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:155,sen-2025-school-c-long-term-contract-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=f5f49fad-1cff-49da-b1a5-5d23112ec459,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:156,sen-2025-school-v-facility-split-private,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=574e7bbb-f3e8-4de4-bfba-1ca3c36d7889,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:157,sen-2025-school-c-facility-design-document,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=f5f49fad-1cff-49da-b1a5-5d23112ec459,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:158,sen-2025-school-c-electrical-separate-order,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=53b8cd15-01ce-45b8-8d30-1b97f1e06e91,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
audit_case:159,sen-2025-school-y-facility-multi-violation,,ACTUAL_AUDIT,서울특별시교육청 감사관,https://www.sen.go.kr/component/file/ND_fileDownload.do?q_fileSn=2233544&q_fileId=2733f3e5-9c1f-4b49-ac68-19b3344516cf,OFFICIAL_SOURCE_VERIFIED,HIGH,source jsonb 에 발행기관·문서명·원문 URL·페이지가 모두 존재 (외부 조회 없이 확인 가능),false
